cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente
C084357,2024-12-21,3502.82,Limite Conta,Histórico de Inadimplência,Sim
C009082,2024-02-19,1545.74,Empréstimo Pessoal,Histórico de Inadimplência,Não
C003890,2024-07-28,3249.61,Limite Conta,Renda Insuficiente,Não
C011511,2028-01-01,3168.79,Empréstimo Pessoal,Histórico de Inadimplência,Não
C015673,2023-11-30,3892.79,Limite Conta,Score Baixo,Não
C142209,2024-04-01,3604.78,Compra Parcelada,Inconsistência Cadastral,Sim
C078319,2024-03-04,3264.85,Compra Parcelada,Renda Insuficiente,Não
C101930,2024-10-27,2881.5,Empréstimo Pessoal,Score Baixo,Não
C039613,2024-04-25,1440.9,Cartão de Crédito,Inconsistência Cadastral,Não
C016000,2024-03-31,3228.58,Cartão de Crédito,Score Baixo,Não
C024314,2023-11-22,2372.74,Renegociação de Dívidas,Score Baixo,Não
C014267,2024-08-17,1207.11,Limite Conta,Renda Insuficiente,Não
C122897,2025-03-23,3310.03,Cartão de Crédito,Inconsistência Cadastral,Não
C045601,2024-05-21,2907.81,Empréstimo Pessoal,Inconsistência Cadastral,Não
C083023,2023-07-08,3409.69,Cartão de Crédito,Score Baixo,Não
C147799,2024-03-14,3177.52,Cartão de Crédito,Renda Insuficiente,Não
C025836,2024-04-22,2704.45,Compra Parcelada,Score Baixo,Não
C084240,2024-08-02,1909.27,Compra Parcelada,Documentação Incompleta,Não
C036436,2025-02-11,2709.36,Cartão de Crédito,Renda Insuficiente,Sim
C136860,2025-05-02,1766.05,Cartão de Crédito,Renda Insuficiente,Não
C037797,2024-10-06,2154.0,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C063195,2024-01-24,1597.87,Cartão de Crédito,Documentação Incompleta,Sim
C112948,2025-04-25,2173.31,Renegociação de Dívidas,Score Baixo,Não
C092949,2024-07-25,957.52,Limite Conta,Renda Insuficiente,Sim
C141646,2025-06-23,3126.97,Compra Parcelada,Histórico de Inadimplência,Sim
C099973,2025-06-16,1358.41,Empréstimo Pessoal,Score Baixo,Não
C070929,2024-07-20,2154.48,Cartão de Crédito,Inconsistência Cadastral,Não
C047778,2024-08-19,1131.76,Compra Parcelada,Documentação Incompleta,Não
C118347,2023-09-21,1154.3,Empréstimo Pessoal,Renda Insuficiente,Não
C114757,2023-11-13,2702.51,Cartão de Crédito,Renda Insuficiente,Não
C026500,2024-12-20,2083.96,Limite Conta,Inconsistência Cadastral,Não
C014784,2024-11-01,2663.62,Cartão de Crédito,Histórico de Inadimplência,Não
C120115,2025-06-15,3626.3,Cartão de Crédito,Inconsistência Cadastral,Sim
C057195,2024-08-15,2871.62,Renegociação de Dívidas,Score Baixo,Sim
C050127,2024-10-22,2829.61,Limite Conta,Inconsistência Cadastral,Não
C131665,2025-05-14,2616.25,Compra Parcelada,Score Baixo,Não
C119517,2025-01-17,3144.48,Renegociação de Dívidas,Score Baixo,Não
C104981,2024-03-02,3494.3,Empréstimo Pessoal,Renda Insuficiente,Não
C007842,2024-04-14,2089.97,Cartão de Crédito,Inconsistência Cadastral,Sim
C011909,2025-06-01,1924.44,Renegociação de Dívidas,Inconsistência Cadastral,Não
C018855,2023-11-10,4224.5,Compra Parcelada,Histórico de Inadimplência,Não
C102762,2024-05-21,2048.21,Renegociação de Dívidas,Score Baixo,Não
C130432,2023-09-01,3497.45,Cartão de Crédito,Inconsistência Cadastral,Não
C104416,2024-01-21,846.51,Compra Parcelada,Inconsistência Cadastral,Sim
C127781,2025-05-20,1242.08,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C111851,2025-06-04,991.38,Cartão de Crédito,Score Baixo,Não
C030585,2024-12-02,1609.81,Renegociação de Dívidas,Inconsistência Cadastral,Não
C009671,2025-04-14,1773.17,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C080302,2024-05-18,2262.59,Limite Conta,Documentação Incompleta,Não
C041348,2024-08-17,2913.23,Compra Parcelada,Documentação Incompleta,Não
C074666,2023-11-21,1978.17,Empréstimo Pessoal,Documentação Incompleta,Não
C060390,2024-05-07,2634.47,Cartão de Crédito,Score Baixo,Não
C081178,2023-12-25,2302.85,Cartão de Crédito,Histórico de Inadimplência,Não
C063434,2023-10-12,3402.71,Renegociação de Dívidas,Inconsistência Cadastral,Não
C001332,2025-05-04,1119.79,Cartão de Crédito,Inconsistência Cadastral,Não
C110035,2024-01-17,2472.17,Compra Parcelada,Renda Insuficiente,Não
C031555,2024-05-04,3061.74,Empréstimo Pessoal,Inconsistência Cadastral,Não
C135031,2024-12-27,4487.96,Empréstimo Pessoal,Documentação Incompleta,Não
C059450,2023-09-09,2324.67,Cartão de Crédito,Inconsistência Cadastral,Não
C056621,2025-02-20,1199.52,Renegociação de Dívidas,Renda Insuficiente,Não
C132265,2025-02-02,3205.68,Empréstimo Pessoal,Renda Insuficiente,Não
C072847,2024-09-07,3774.02,Renegociação de Dívidas,Renda Insuficiente,Não
C103299,2024-04-04,2163.99,Compra Parcelada,Documentação Incompleta,Não
C054150,2024-04-20,2266.75,Empréstimo Pessoal,Renda Insuficiente,Não
C068071,2024-07-09,-145.12,Cartão de Crédito,Renda Insuficiente,Não
C149398,2024-07-26,2550.5,Compra Parcelada,Renda Insuficiente,Sim
C038666,2025-05-15,710.65,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C058894,2025-06-26,2252.64,Limite Conta,Inconsistência Cadastral,Não
C139642,2024-10-21,3167.0,Empréstimo Pessoal,Documentação Incompleta,Não
C039621,2025-05-09,4153.95,Limite Conta,Inconsistência Cadastral,Não
C015364,2024-02-29,3045.08,Compra Parcelada,Inconsistência Cadastral,Não
C013343,2024-11-03,3093.04,Cartão de Crédito,Score Baixo,Não
C056042,2024-11-30,563.27,Compra Parcelada,Renda Insuficiente,Sim
C088804,2023-11-15,2940.85,Empréstimo Pessoal,Histórico de Inadimplência,Não
C104521,2024-09-29,3151.43,Cartão de Crédito,Score Baixo,Sim
C011255,2024-09-07,3548.57,Cartão de Crédito,Score Baixo,Não
C063939,2023-08-11,4632.98,Compra Parcelada,Histórico de Inadimplência,Sim
C000058,2025-03-03,2896.91,Compra Parcelada,Score Baixo,Não
C115332,2023-10-06,5010.39,Empréstimo Pessoal,Documentação Incompleta,Sim
C103024,2024-01-24,1337.93,Empréstimo Pessoal,Documentação Incompleta,Não
C091181,2024-06-28,3783.5,Limite Conta,Documentação Incompleta,Não
C101062,2024-12-26,1816.98,Empréstimo Pessoal,Renda Insuficiente,Não
C122540,2025-06-25,1939.48,Cartão de Crédito,Inconsistência Cadastral,Não
C086628,2023-10-06,2992.77,Renegociação de Dívidas,Score Baixo,Não
C084351,2024-12-21,3171.23,Cartão de Crédito,Documentação Incompleta,Não
C115146,2023-07-07,2688.21,Cartão de Crédito,Inconsistência Cadastral,Não
C121590,2024-12-12,2792.05,Compra Parcelada,Renda Insuficiente,Não
C082924,2024-08-10,2742.57,Empréstimo Pessoal,Renda Insuficiente,Sim
C042798,2023-08-12,3988.75,Cartão de Crédito,Documentação Incompleta,Não
C022247,2023-09-02,4286.19,Limite Conta,Renda Insuficiente,Não
C074843,2024-10-10,2593.76,Limite Conta,Renda Insuficiente,Não
C107980,2028-01-01,2079.16,Empréstimo Pessoal,Renda Insuficiente,Não
C017121,2023-08-07,2465.37,Renegociação de Dívidas,Histórico de Inadimplência,Não
C009548,2025-01-26,3540.69,Empréstimo Pessoal,Histórico de Inadimplência,Não
C059416,2025-03-16,2142.4,Cartão de Crédito,Score Baixo,Sim
C060374,2025-06-02,3980.57,Compra Parcelada,Score Baixo,Não
C063168,2024-10-01,4057.21,Empréstimo Pessoal,Renda Insuficiente,Não
C129366,2024-03-29,3150.43,Cartão de Crédito,Score Baixo,Não
C081055,2023-08-04,1992.25,Empréstimo Pessoal,Renda Insuficiente,Sim
C043656,2024-03-17,3282.67,Limite Conta,Renda Insuficiente,Sim
C127553,2024-01-24,3256.76,Renegociação de Dívidas,Renda Insuficiente,Não
C146733,2025-04-12,2146.78,Limite Conta,Score Baixo,Não
C025968,2024-02-13,2951.28,Cartão de Crédito,Score Baixo,Não
C061274,2023-11-06,3558.2,Empréstimo Pessoal,Score Baixo,Não
C080619,2024-04-14,2951.76,Empréstimo Pessoal,Score Baixo,Não
C138245,2024-07-04,2044.87,Cartão de Crédito,Histórico de Inadimplência,Não
C064443,2023-07-29,1926.35,Empréstimo Pessoal,Score Baixo,Não
C128595,2023-07-09,2019.07,Cartão de Crédito,Score Baixo,Não
C109528,2023-12-13,1900.73,Cartão de Crédito,Inconsistência Cadastral,Não
C102757,2025-06-10,4313.27,Renegociação de Dívidas,Renda Insuficiente,Não
C090690,2024-06-13,1945.14,Renegociação de Dívidas,Score Baixo,Não
C004606,2023-11-22,2887.93,Empréstimo Pessoal,Inconsistência Cadastral,Não
C074093,2023-10-20,2905.07,Compra Parcelada,Renda Insuficiente,Não
C051637,2023-10-30,1330.4,Renegociação de Dívidas,Inconsistência Cadastral,Não
C036338,2024-04-26,1966.39,Cartão de Crédito,Score Baixo,Não
C031233,2024-09-25,962.61,Cartão de Crédito,Renda Insuficiente,Não
C034423,2025-02-27,1938.21,Cartão de Crédito,Inconsistência Cadastral,Sim
C065896,2024-12-29,1571.98,Cartão de Crédito,Documentação Incompleta,Sim
C088501,2024-01-31,3216.94,Cartão de Crédito,Score Baixo,Sim
C127603,2024-06-24,1328.86,Limite Conta,Documentação Incompleta,Não
C128570,2023-11-12,1896.74,Empréstimo Pessoal,Renda Insuficiente,Sim
C028678,2025-05-30,2493.08,Empréstimo Pessoal,Score Baixo,Não
C042756,2024-09-22,2315.3,Compra Parcelada,Renda Insuficiente,Não
C078710,2025-06-25,2840.71,Renegociação de Dívidas,Score Baixo,Sim
C061246,2024-02-04,2355.28,Compra Parcelada,Documentação Incompleta,Não
C041225,2025-04-24,1788.59,Renegociação de Dívidas,Inconsistência Cadastral,Não
C045920,2025-02-08,2714.97,Empréstimo Pessoal,Documentação Incompleta,Não
C133341,2023-07-28,1442.05,Empréstimo Pessoal,Score Baixo,Sim
C036335,2024-03-07,1600.41,Empréstimo Pessoal,Histórico de Inadimplência,Não
C025523,2024-12-12,1739.74,Limite Conta,Documentação Incompleta,Sim
C130846,2025-06-10,2877.5,Empréstimo Pessoal,Renda Insuficiente,Não
C036778,2024-05-27,3245.65,Cartão de Crédito,Renda Insuficiente,Não
C000902,2024-05-28,2106.28,Cartão de Crédito,Score Baixo,Não
C048710,2024-01-08,1847.89,Limite Conta,Documentação Incompleta,Sim
C106009,2024-05-26,1964.46,Empréstimo Pessoal,Documentação Incompleta,Não
C132838,2024-11-27,160.99,Renegociação de Dívidas,Inconsistência Cadastral,Não
C038987,2024-11-09,2555.46,Empréstimo Pessoal,Renda Insuficiente,Não
C126988,2024-06-26,294.53,Cartão de Crédito,Histórico de Inadimplência,Sim
C114863,2024-09-30,2109.13,Renegociação de Dívidas,Renda Insuficiente,Não
C052438,2028-01-01,1737.8,Empréstimo Pessoal,Documentação Incompleta,Não
C122197,2024-11-11,3867.55,Cartão de Crédito,Inconsistência Cadastral,Não
C112601,2024-10-13,2753.05,Cartão de Crédito,Renda Insuficiente,Não
C038319,2024-11-18,2088.93,Compra Parcelada,Documentação Incompleta,Não
C040739,2024-01-16,3236.95,Cartão de Crédito,Score Baixo,Não
C079520,2024-04-08,2814.65,Limite Conta,Inconsistência Cadastral,Não
C108774,2024-03-17,2460.22,Cartão de Crédito,Inconsistência Cadastral,Não
C063175,2024-02-01,2028.94,Limite Conta,Score Baixo,Sim
C139764,2024-09-01,2382.25,Cartão de Crédito,Documentação Incompleta,Não
C000605,2024-03-31,2826.61,Limite Conta,Score Baixo,Não
C045222,2024-04-01,1589.47,Cartão de Crédito,Renda Insuficiente,Não
C041974,2024-01-08,1249.14,Empréstimo Pessoal,Score Baixo,Não
C105235,2025-03-15,3500.82,Renegociação de Dívidas,Documentação Incompleta,Sim
C063344,2023-07-27,1403.07,Empréstimo Pessoal,Renda Insuficiente,Não
C112091,2023-07-02,2825.5,Empréstimo Pessoal,Score Baixo,Não
C071770,2025-01-29,2605.77,Compra Parcelada,,Não
C094094,2023-11-26,2543.92,Compra Parcelada,Histórico de Inadimplência,Sim
C027218,2023-07-27,1577.65,Empréstimo Pessoal,Score Baixo,Não
C051167,2024-12-16,2428.99,Renegociação de Dívidas,Renda Insuficiente,Sim
C010493,2023-09-04,2376.48,Cartão de Crédito,Documentação Incompleta,Não
C010895,2025-05-18,1868.01,Renegociação de Dívidas,Documentação Incompleta,Não
C003746,2024-04-09,2411.13,Limite Conta,Inconsistência Cadastral,Sim
C148631,2023-07-31,2861.87,Renegociação de Dívidas,Renda Insuficiente,Sim
C128033,2024-05-10,1167.37,Renegociação de Dívidas,Inconsistência Cadastral,Não
C020520,2024-01-18,581.0,Compra Parcelada,Renda Insuficiente,Não
C088661,2024-03-27,802.75,Limite Conta,Renda Insuficiente,Não
C120343,2025-06-18,2855.19,Compra Parcelada,Score Baixo,Sim
C136706,2023-07-22,3531.48,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C069044,2025-01-04,1853.62,Cartão de Crédito,Renda Insuficiente,Sim
C060575,2023-07-26,1978.58,Cartão de Crédito,Score Baixo,Não
C082059,2023-08-20,3278.15,Cartão de Crédito,Renda Insuficiente,Não
C110917,2025-04-16,3181.77,Cartão de Crédito,Renda Insuficiente,Sim
C012952,2025-06-02,1801.66,Cartão de Crédito,Inconsistência Cadastral,Não
C020490,2024-08-16,1322.92,Empréstimo Pessoal,Renda Insuficiente,Não
C140480,2024-01-26,3855.26,Cartão de Crédito,Renda Insuficiente,Não
C046863,2024-01-21,1532.47,Limite Conta,Inconsistência Cadastral,Não
C117062,2023-09-01,2587.46,Renegociação de Dívidas,Inconsistência Cadastral,Não
C060527,2023-11-14,2677.28,Empréstimo Pessoal,Documentação Incompleta,Não
C139453,2024-03-23,2342.24,Compra Parcelada,Renda Insuficiente,Não
C061621,2023-07-22,2514.61,Cartão de Crédito,Renda Insuficiente,Sim
C023868,2023-11-19,4334.46,Cartão de Crédito,Renda Insuficiente,Sim
C126537,2024-08-03,4640.29,Compra Parcelada,Documentação Incompleta,Não
C053255,2023-08-12,3844.75,Cartão de Crédito,Renda Insuficiente,Não
C049955,2025-04-26,2899.16,Cartão de Crédito,Inconsistência Cadastral,Não
C005087,2023-07-11,2884.31,Renegociação de Dívidas,Score Baixo,Não
C088417,2025-01-06,2908.45,Cartão de Crédito,Renda Insuficiente,Não
C142596,2023-11-27,4334.12,Empréstimo Pessoal,Score Baixo,Não
C105907,2025-05-11,2689.81,Empréstimo Pessoal,Histórico de Inadimplência,Não
C107480,2024-04-20,3414.46,Empréstimo Pessoal,Score Baixo,Não
C031980,2023-07-22,2898.44,Cartão de Crédito,Documentação Incompleta,Sim
C132788,2025-05-08,2319.92,Compra Parcelada,Documentação Incompleta,Não
C055984,2025-04-15,3216.43,Empréstimo Pessoal,Histórico de Inadimplência,Não
C067376,2024-04-24,1807.55,Compra Parcelada,Renda Insuficiente,Não
C022507,2024-07-21,2113.15,Empréstimo Pessoal,Score Baixo,Não
C071532,2024-10-16,3277.61,Cartão de Crédito,Histórico de Inadimplência,Sim
C107574,2025-04-04,1886.87,Limite Conta,Score Baixo,Não
C127570,2024-08-05,2675.34,Compra Parcelada,Inconsistência Cadastral,Não
C075359,2024-12-15,2927.58,Renegociação de Dívidas,Renda Insuficiente,Não
C091876,2024-07-09,3194.02,Limite Conta,Renda Insuficiente,Não
C020775,2025-03-04,1183.35,Compra Parcelada,Score Baixo,Não
C057524,2024-09-15,3061.49,Cartão de Crédito,Renda Insuficiente,Não
C140654,2023-11-18,3819.8,Renegociação de Dívidas,Score Baixo,Sim
C085902,2024-03-27,1179.11,Renegociação de Dívidas,Documentação Incompleta,Não
C130965,2023-07-23,2903.22,Cartão de Crédito,Histórico de Inadimplência,Não
C010781,2024-03-09,3458.22,Cartão de Crédito,Renda Insuficiente,Não
C098323,2024-05-21,2637.26,Cartão de Crédito,Renda Insuficiente,Sim
C058196,2023-10-15,2023.1,Renegociação de Dívidas,Inconsistência Cadastral,Não
C067290,2023-12-08,1840.56,Renegociação de Dívidas,Score Baixo,Não
C066685,2024-04-22,2462.29,Cartão de Crédito,Inconsistência Cadastral,Sim
C073059,2024-04-14,2176.46,Compra Parcelada,Score Baixo,Não
C000151,2024-02-09,3459.01,Cartão de Crédito,Score Baixo,Não
C009380,2023-09-14,3707.32,Cartão de Crédito,Renda Insuficiente,Sim
C105181,2024-02-17,1049.12,Limite Conta,Documentação Incompleta,Sim
C003407,2024-03-23,2929.94,Empréstimo Pessoal,Histórico de Inadimplência,Não
C115351,2024-09-06,1784.3,Limite Conta,Score Baixo,Não
C017179,2024-07-02,2279.83,Empréstimo Pessoal,Documentação Incompleta,Não
C032586,2023-12-30,1900.54,Renegociação de Dívidas,Renda Insuficiente,Não
C050808,2025-05-22,2025.45,Renegociação de Dívidas,Inconsistência Cadastral,Não
C034434,2023-12-17,2701.34,Compra Parcelada,Renda Insuficiente,Não
C080727,2023-08-15,2332.19,Cartão de Crédito,Renda Insuficiente,Sim
C016583,2023-07-22,3502.43,Cartão de Crédito,Documentação Incompleta,Não
C111246,2024-07-18,1841.56,Cartão de Crédito,Score Baixo,Não
C074710,2024-09-10,3905.39,Empréstimo Pessoal,Score Baixo,Sim
C088091,2024-01-02,1733.05,Cartão de Crédito,Score Baixo,Não
C123461,2024-06-23,-195.65,Empréstimo Pessoal,Renda Insuficiente,Não
C028951,2024-03-07,1987.14,Compra Parcelada,Score Baixo,Não
C098410,2025-01-14,250.84,Limite Conta,Score Baixo,Sim
C113476,2024-07-13,3347.96,Empréstimo Pessoal,Score Baixo,Não
C113578,2025-06-10,3762.3,Compra Parcelada,Documentação Incompleta,Não
C075899,2023-09-17,2713.61,Compra Parcelada,Histórico de Inadimplência,Não
C032547,2025-01-21,2610.69,Empréstimo Pessoal,Documentação Incompleta,Não
C119510,2023-09-15,2228.69,Limite Conta,Documentação Incompleta,Não
C010232,2024-03-22,2015.22,Renegociação de Dívidas,Inconsistência Cadastral,Não
C009131,2024-04-18,2879.73,Limite Conta,Score Baixo,Não
C092321,2025-01-01,2160.28,Renegociação de Dívidas,Renda Insuficiente,Sim
C148731,2024-03-16,2108.88,Renegociação de Dívidas,Inconsistência Cadastral,Não
C122041,2024-08-17,2549.35,Cartão de Crédito,Inconsistência Cadastral,Sim
C088719,2024-03-11,2965.6,Limite Conta,Histórico de Inadimplência,Não
C027393,2025-05-14,1462.09,Renegociação de Dívidas,Score Baixo,Não
C070938,2024-05-25,2921.97,Compra Parcelada,Renda Insuficiente,Não
C067096,2024-07-19,3383.71,Cartão de Crédito,Documentação Incompleta,Não
C117568,2024-03-17,2272.31,Cartão de Crédito,Score Baixo,Não
C077317,2024-03-14,2133.69,Renegociação de Dívidas,Renda Insuficiente,Não
C139200,2024-10-15,3465.78,Empréstimo Pessoal,Renda Insuficiente,Não
C069276,2024-01-15,3404.23,Renegociação de Dívidas,Inconsistência Cadastral,Não
C080165,2024-10-23,3129.44,Cartão de Crédito,Score Baixo,Não
C146566,2024-05-24,687.67,Empréstimo Pessoal,Score Baixo,Não
C033965,2024-04-11,2936.42,Compra Parcelada,Renda Insuficiente,Não
C095122,2024-12-22,2882.74,Cartão de Crédito,Histórico de Inadimplência,Não
C145195,2024-03-06,2954.86,Renegociação de Dívidas,Score Baixo,Sim
C072309,2024-03-06,2753.33,Compra Parcelada,Score Baixo,Não
C105492,2024-11-18,2760.45,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C063351,2024-04-27,2104.7,Empréstimo Pessoal,Renda Insuficiente,Sim
C101752,2023-11-03,1255.92,Cartão de Crédito,Renda Insuficiente,Não
C109011,2024-01-31,2294.37,Compra Parcelada,Renda Insuficiente,Não
C059588,2023-11-04,2626.13,Renegociação de Dívidas,Histórico de Inadimplência,Não
C141157,2024-01-01,2045.28,Renegociação de Dívidas,Documentação Incompleta,Sim
C114193,2023-07-23,1357.04,Empréstimo Pessoal,Renda Insuficiente,Sim
C028824,2023-10-08,1910.8,Renegociação de Dívidas,Inconsistência Cadastral,Não
C139525,2024-03-05,2654.7,Empréstimo Pessoal,Renda Insuficiente,Sim
C038903,2024-03-30,2629.05,Cartão de Crédito,Histórico de Inadimplência,Não
C012802,2024-06-11,2542.36,Empréstimo Pessoal,Documentação Incompleta,Sim
C098913,2024-06-05,3723.35,Cartão de Crédito,Score Baixo,Não
C059716,2024-08-12,2756.15,Cartão de Crédito,Renda Insuficiente,Sim
C015477,2024-07-07,3667.58,Empréstimo Pessoal,Renda Insuficiente,Não
C127915,2023-10-14,2754.35,Limite Conta,Inconsistência Cadastral,Não
C042030,2025-06-30,2798.24,Cartão de Crédito,Score Baixo,Sim
C128435,2024-06-19,2318.51,Empréstimo Pessoal,Score Baixo,Não
C059638,2024-03-24,2022.1,Renegociação de Dívidas,Histórico de Inadimplência,Não
C064754,2025-05-22,2321.01,Cartão de Crédito,Inconsistência Cadastral,Sim
C068307,2023-11-08,3874.48,Empréstimo Pessoal,Score Baixo,Sim
C023378,2024-06-09,2079.02,Compra Parcelada,Renda Insuficiente,Sim
C104974,2024-01-12,3537.48,Empréstimo Pessoal,Inconsistência Cadastral,Não
C077080,2024-05-05,3153.84,Compra Parcelada,Score Baixo,Não
C029123,2023-09-10,2256.44,Empréstimo Pessoal,Inconsistência Cadastral,Não
C000906,2023-08-28,2800.3,Renegociação de Dívidas,Histórico de Inadimplência,Não
C136670,2023-11-25,2495.73,Renegociação de Dívidas,Documentação Incompleta,Não
C065623,2024-01-29,1668.03,Limite Conta,Score Baixo,Não
C037328,2025-04-22,4113.02,Cartão de Crédito,Inconsistência Cadastral,Não
C060332,2023-11-03,3456.67,Renegociação de Dívidas,Histórico de Inadimplência,Não
C122759,2024-03-31,2884.77,Cartão de Crédito,Renda Insuficiente,Sim
C103740,2024-03-16,490.62,Compra Parcelada,Renda Insuficiente,Não
C059234,2024-07-14,2657.17,Empréstimo Pessoal,Renda Insuficiente,Não
C038292,2024-01-13,3005.55,Limite Conta,Score Baixo,Não
C071409,2025-03-25,2558.96,Compra Parcelada,Renda Insuficiente,Não
C053881,2024-02-04,2009.36,Empréstimo Pessoal,Score Baixo,Não
C030395,2024-05-24,2128.61,Empréstimo Pessoal,Renda Insuficiente,Não
C072546,2025-03-25,2411.36,Empréstimo Pessoal,Histórico de Inadimplência,Não
C079297,2024-03-16,3157.97,Empréstimo Pessoal,Renda Insuficiente,Sim
C143105,2024-11-19,803.29,Empréstimo Pessoal,Score Baixo,Não
C021219,2024-01-28,3128.43,Empréstimo Pessoal,Score Baixo,Sim
C065180,2025-05-01,2594.92,Empréstimo Pessoal,Renda Insuficiente,Não
C075550,2025-01-23,1633.46,Empréstimo Pessoal,Inconsistência Cadastral,Não
C034828,2023-07-28,2527.37,Empréstimo Pessoal,Documentação Incompleta,Não
C055442,2025-05-21,3150.57,Renegociação de Dívidas,Documentação Incompleta,Sim
C005557,2024-07-18,2956.85,Cartão de Crédito,Renda Insuficiente,Sim
C086375,2024-01-22,1711.42,Limite Conta,Score Baixo,Não
C127958,2024-05-30,2528.2,Empréstimo Pessoal,Documentação Incompleta,Não
C095730,2025-01-23,3444.02,Renegociação de Dívidas,Inconsistência Cadastral,Não
C047558,2023-07-09,4263.71,Empréstimo Pessoal,Documentação Incompleta,Não
C112207,2024-07-12,2204.94,Empréstimo Pessoal,Documentação Incompleta,Não
C015099,2024-07-29,2638.45,Empréstimo Pessoal,Renda Insuficiente,Sim
C127817,2024-09-12,3161.19,Cartão de Crédito,Renda Insuficiente,Não
C125898,2025-03-29,2548.05,Cartão de Crédito,Renda Insuficiente,Não
C102058,2024-02-10,1148.04,Compra Parcelada,Renda Insuficiente,Não
C097256,2025-06-10,2306.87,Compra Parcelada,Inconsistência Cadastral,Não
C070124,2023-08-20,1785.52,Compra Parcelada,Score Baixo,Não
C135568,2024-10-20,2324.24,Compra Parcelada,Histórico de Inadimplência,Não
C102223,2023-11-25,4351.78,Empréstimo Pessoal,Renda Insuficiente,Sim
C149315,2025-02-25,2702.84,Compra Parcelada,Renda Insuficiente,Não
C097723,2024-11-07,1471.83,Empréstimo Pessoal,Renda Insuficiente,Não
C100115,2024-06-21,3259.16,Cartão de Crédito,Renda Insuficiente,Não
C063413,2024-05-13,990.32,Renegociação de Dívidas,Score Baixo,Sim
C107045,2028-01-01,1727.57,Empréstimo Pessoal,Inconsistência Cadastral,Não
C034780,2024-06-26,2435.22,Cartão de Crédito,Renda Insuficiente,Não
C099815,2025-05-17,1934.02,Limite Conta,Inconsistência Cadastral,Não
C105481,2024-09-10,3468.69,Cartão de Crédito,Renda Insuficiente,Não
C127346,2023-10-28,2683.19,Cartão de Crédito,Documentação Incompleta,Não
C110512,2024-02-25,598.83,Cartão de Crédito,Documentação Incompleta,Sim
C024875,2024-12-31,3072.66,Cartão de Crédito,Renda Insuficiente,Não
C149808,2025-01-17,2899.95,Cartão de Crédito,Histórico de Inadimplência,Não
C098078,2024-06-11,2496.24,Limite Conta,Renda Insuficiente,Não
C013370,2025-05-21,1589.25,Cartão de Crédito,Score Baixo,Não
C020233,2023-11-02,3347.33,Compra Parcelada,Documentação Incompleta,Não
C046492,2023-09-04,2032.5,Empréstimo Pessoal,Renda Insuficiente,Não
C065565,2023-12-23,4118.79,Compra Parcelada,Renda Insuficiente,Não
C121219,2023-11-07,2843.44,Cartão de Crédito,Renda Insuficiente,Não
C001190,2024-05-01,2372.56,Compra Parcelada,Score Baixo,Não
C072292,2023-09-09,2288.06,Limite Conta,Inconsistência Cadastral,Não
C037647,2025-01-19,3546.57,Compra Parcelada,Renda Insuficiente,Não
C109340,2024-08-30,1656.27,Cartão de Crédito,Inconsistência Cadastral,Não
C045667,2024-07-15,3880.75,Cartão de Crédito,Inconsistência Cadastral,Não
C042862,2024-09-10,2700.29,Empréstimo Pessoal,Inconsistência Cadastral,Não
C075546,2024-10-27,2758.23,Compra Parcelada,Documentação Incompleta,Sim
C133756,2028-01-01,2138.12,Cartão de Crédito,Renda Insuficiente,Não
C007851,2025-01-10,3064.83,Empréstimo Pessoal,Score Baixo,Não
C068646,2024-06-27,3971.63,Compra Parcelada,Histórico de Inadimplência,Não
C128777,2025-05-14,4045.34,Compra Parcelada,Histórico de Inadimplência,Não
C084850,2025-06-19,1893.85,Empréstimo Pessoal,Score Baixo,Não
C115991,2024-03-23,2692.9,Renegociação de Dívidas,Inconsistência Cadastral,Não
C098969,2023-12-07,1023.18,Cartão de Crédito,Renda Insuficiente,Não
C026225,2025-06-27,31.65,Compra Parcelada,Renda Insuficiente,Sim
C095279,2024-11-16,2672.87,Empréstimo Pessoal,Renda Insuficiente,Não
C107242,2024-02-14,2442.4,Renegociação de Dívidas,Renda Insuficiente,Não
C005348,2025-02-19,1179.05,Renegociação de Dívidas,Renda Insuficiente,Sim
C063418,2024-09-05,2071.84,Compra Parcelada,Score Baixo,Não
C137161,2024-05-17,1862.77,Limite Conta,Renda Insuficiente,Sim
C056477,2025-02-26,2572.67,Compra Parcelada,Documentação Incompleta,Não
C127314,2024-09-06,3399.18,Cartão de Crédito,Score Baixo,Sim
C045320,2023-12-31,2049.76,Cartão de Crédito,Documentação Incompleta,Não
C105026,2024-11-19,2612.68,Empréstimo Pessoal,Renda Insuficiente,Não
C030740,2024-09-08,2619.64,Compra Parcelada,Documentação Incompleta,Não
C128325,2024-12-21,2562.29,Empréstimo Pessoal,Histórico de Inadimplência,Não
C048406,2023-07-13,2399.81,Empréstimo Pessoal,Documentação Incompleta,Não
C005538,2025-03-06,1747.41,Renegociação de Dívidas,Inconsistência Cadastral,Não
